,player_pretty_name,competition_id,goals,assists,minutes_played,yellow_cards,red_cards,player_club_id
494,Ermedin Demirovic,ES1,1,1,181,0,0,1583
495,Esteban Burgos,ES1,4,1,2231,8,0,44457
496,Esteban Granero,ES1,5,6,7829,43,1,91323
497,Esteban Rolon,ES1,0,0,422,1,0,8672
498,Esteban Saveljich,ES1,0,0,1709,4,0,7707
499,Etienne Capoue,ES1,2,1,3992,14,1,54600
500,Eugeni,ES1,0,0,114,0,0,16074
501,Ever Banega,ES1,17,20,11483,54,2,57040
502,Ez Abde,ES1,1,1,640,4,0,2303
503,Ezequiel Garay,ES1,5,0,7945,18,0,96508
504,Ezequiel Munoz,ES1,0,1,1526,2,0,26124
505,Ezequiel Ponce,ES1,4,1,2073,7,1,448964
506,Ezequiel Rescaldani,ES1,0,0,33,1,0,1084
507,Fabian Orellana,ES1,35,32,16020,54,2,219371
508,Fabian Ruiz,ES1,3,7,3250,3,0,7500
509,Fabian Schar,ES1,2,2,2221,10,0,22425
510,Fabio Coentrao,ES1,0,1,579,1,1,5016
511,Fabio Espinho,ES1,0,0,86,0,0,2168
512,Fabio Gonzalez,ES1,0,0,65,1,0,472
513,Fabri,ES1,0,0,2880,2,0,28044
514,Fabrizio Angileri,ES1,0,0,322,1,1,14836
515,Facundo Ferreyra,ES1,3,0,1064,9,0,30070
516,Facundo Pellistri,ES1,0,0,1203,0,0,36564
517,Facundo Roncaglia,ES1,4,3,8398,26,1,79366
518,Fahad Al Muwallad,ES1,0,0,26,0,0,6736
519,Fali,ES1,0,3,4645,18,0,174655
520,Fausto Rossi,ES1,0,1,1456,5,0,23832
521,Fausto Tienza,ES1,0,0,1234,8,0,6289
522,Faycal Fajr,ES1,7,14,9377,18,0,260634
523,Fede Cartabia,ES1,9,9,5014,22,0,75248
524,Fede San Emeterio,ES1,0,0,4297,15,0,63613
525,Fede Vico,ES1,2,1,2560,4,0,658070
526,Federico Barba,ES1,0,1,450,3,0,1830
527,Federico Fazio,ES1,0,0,295,2,0,1472
528,Federico Piovaccari,ES1,5,1,1590,6,2,42924
529,Federico Ricca,ES1,1,3,3370,13,0,46612
530,Federico Valverde,ES1,8,8,7392,9,0,67508
531,Fedor Smolov,ES1,2,0,749,4,0,13160
532,Felipe,ES1,3,1,5741,20,1,1079
533,Felipe Caicedo,ES1,19,3,5324,14,0,66402
534,Felipe Gutierrez,ES1,1,0,753,3,0,2100
535,Felipe Mattioni,ES1,0,0,54,1,0,3570
536,Fer Nino,ES1,5,0,1549,4,0,30160
537,Ferland Mendy,ES1,4,5,6137,17,0,32604
538,Fernando,ES1,6,8,7548,27,0,34960
539,Fernando Amorebieta,ES1,0,1,2221,17,0,66096
540,Fernando Calero,ES1,1,0,5611,13,1,38880
541,Fernando Llorente,ES1,4,3,1161,4,0,8464
542,Fernando Martinez,ES1,0,0,540,0,0,19812
543,Fernando Navarro,ES1,0,2,7519,18,0,75164
544,Fernando Pacheco,ES1,0,0,18508,8,1,230464
545,Fernando Soriano,ES1,3,1,1442,9,0,92456
546,Fernando Tissone,ES1,0,0,1320,9,0,20596
547,Fernando Torres,ES1,27,10,4956,12,0,1391
548,Ferran Corominas,ES1,0,1,1197,3,0,52054
549,Ferran Torres,ES1,10,11,4995,12,0,77976
550,Ferro,ES1,0,0,181,0,0,3147
551,Fidel,ES1,12,10,6257,20,0,125871
552,Filip Bradaric,ES1,0,0,708,2,1,13160
553,Filip Malbasic,ES1,0,2,850,2,0,75236
554,Filipe Augusto,ES1,0,0,141,2,0,6294
555,Filipe Luis,ES1,7,15,9540,24,1,1469
556,Florent Poulolo,ES1,0,0,1,0,0,1108
557,Florentino,ES1,0,1,986,2,0,81598
558,Florian Lejeune,ES1,3,2,9051,29,0,124869
559,Florin Andone,ES1,23,6,6221,18,0,92497
560,Foued Kadir,ES1,0,0,481,1,0,1200
561,Fran Beltran,ES1,6,0,7840,13,1,125020
562,Fran Gamez,ES1,0,2,1766,5,0,5451
563,Fran Garcia,ES1,1,1,3566,4,0,14680
564,Fran Manzanara,ES1,0,0,155,0,0,12462
565,Fran Merida,ES1,1,1,2232,16,0,19718
566,Fran Rico,ES1,8,2,5220,24,0,1016966
567,Fran Serrano,ES1,0,0,140,0,0,1986
568,Fran Sol,ES1,0,0,17,0,0,2100
569,Fran Varela,ES1,0,1,909,3,0,2100
570,Fran Velez,ES1,0,1,1215,5,0,56134
571,Fran Villalba,ES1,0,0,3,1,0,1049
572,Francis Coquelin,ES1,4,4,6079,23,0,114389
573,Francis Guerrero,ES1,1,1,2782,4,0,5400
574,Francis Uzoho,ES1,0,0,180,0,0,2430
575,Francisco Molinero,ES1,0,1,1767,10,0,40240
576,Francisco Montero,ES1,0,0,401,2,0,9873
577,Francisco Portillo,ES1,3,10,6277,17,1,379133
578,Francisco Trincao,ES1,3,2,684,1,0,3668
579,Franck Kessie,ES1,0,0,82,1,0,524
580,Franck Tabanou,ES1,0,0,367,3,0,100770
581,Franco Cervi,ES1,4,5,2316,5,1,36660
582,Franco Di Santo,ES1,0,0,169,1,1,2202
583,Franco Fragapane,ES1,0,0,24,0,0,1531
584,Franco Russo,ES1,1,0,1464,7,0,4503
585,Franco Vazquez,ES1,18,13,7462,27,1,51520
586,Fredy Hinestroza,ES1,2,2,1831,6,0,122397
587,Frenkie De Jong,ES1,9,9,8117,15,0,13624
588,Gabi,ES1,1,9,10730,44,0,1781
589,Gabri Veiga,ES1,1,1,153,2,0,5640
590,Gabriel Fernandez,ES1,1,1,555,5,0,18800
591,Gabriel Mercado,ES1,5,5,6047,29,0,28704
592,Gabriel Paulista,ES1,7,6,14117,29,0,173104
593,Gabriel Penalba,ES1,0,0,572,3,0,3304
594,Gabriel Pires,ES1,10,4,5158,15,1,78372
595,Gabriel Silva,ES1,0,0,977,3,0,201540
596,Gael Kakuta,ES1,8,8,4371,4,0,26955
597,Gaizka Larrazabal,ES1,0,0,244,0,0,6210
598,Gaizka Toquero,ES1,1,1,1288,4,0,27968
599,Gaku Shibasaki,ES1,1,0,1391,3,0,107561
600,Ganso,ES1,4,1,1009,0,0,6624
601,Gareth Bale,ES1,66,31,10714,22,1,62282
602,Garry Rodrigues,ES1,2,1,1557,8,0,47461
603,Gaspar Panadero,ES1,0,0,5,0,0,3302
604,Gaston Alvarez,ES1,2,0,315,0,0,14836
605,Gaston Silva,ES1,0,0,2347,8,0,433786
606,Gavi,ES1,2,6,2724,11,0,5240
607,Gelson Martins,ES1,0,0,223,0,0,104
608,Geoffrey Kondogbia,ES1,7,12,8866,36,0,86759
609,Gerard Deulofeu,ES1,2,7,1284,1,0,7566
610,Gerard Gumbau,ES1,2,5,4966,25,1,108044
611,Gerard Moreno,ES1,103,28,19543,32,0,234948
612,Gerard Pique,ES1,18,7,19718,67,0,29868
613,Gerard Valentin,ES1,0,0,158,0,0,2691
614,German Lux,ES1,0,0,5393,11,1,54717
615,German Pezzella,ES1,5,1,7682,25,2,13350
616,German Sanchez,ES1,7,2,7231,34,1,1578730
617,German Valera,ES1,0,0,3,0,0,13
618,Geronimo Rulli,ES1,0,0,16962,21,1,143469
619,Giampaolo Pazzini,ES1,1,0,444,1,0,30312
620,Giannelli Imbula,ES1,1,1,1739,7,0,8074
621,Giedrius Arlauskis,ES1,0,0,225,0,0,2142
622,Gil Dias,ES1,0,1,351,1,0,201540
623,Giorgi Kochorashvili,ES1,0,0,1,0,0,3368
624,Giorgi Mamardashvili,ES1,0,0,2160,2,0,25176
625,Giovani Dos Santos,ES1,1,3,1388,5,0,27300
626,Giovani Lo Celso,ES1,11,6,3780,7,0,26850
627,Giovanni Gonzalez,ES1,1,0,363,1,0,2133
628,Giuseppe Rossi,ES1,10,3,1951,2,0,74176
629,Goncalo Guedes,ES1,28,27,10070,13,1,152105
630,Goncalo Paciencia,ES1,1,0,152,0,0,2820
631,Gonzalo Escalante,ES1,15,8,11160,49,1,244187
632,Gonzalo Melero,ES1,18,6,6177,15,0,400722
633,Gonzalo Montiel,ES1,1,3,1224,8,0,7360
634,Gonzalo Pereira,ES1,0,0,12,0,0,3368
635,Gonzalo Plata,ES1,0,0,245,0,0,1464
636,Gonzalo Verdu,ES1,0,2,4359,21,1,81143
637,Gonzalo Villar,ES1,0,1,291,0,0,37090
638,Goran Causic,ES1,1,2,2004,4,0,8606
639,Gorka Elustondo,ES1,2,0,2007,3,0,22847
640,Gorka Guruzeta,ES1,2,0,147,0,0,6699
641,Gorka Iraizoz,ES1,0,0,9031,5,1,251163
642,Grzegorz Krychowiak,ES1,2,1,4986,19,1,21344
643,Guido Carrillo,ES1,12,5,5358,13,0,146214
644,Guido Pizarro,ES1,1,0,1754,9,0,8832
645,Guido Rodriguez,ES1,3,2,6876,24,0,13050
646,Guilherme,ES1,2,1,4925,17,0,54717
647,Guilherme Arana,ES1,0,0,825,3,0,4416
648,Guilherme Siqueira,ES1,1,3,3812,13,0,25514
649,Guillermo Fernandez,ES1,0,0,552,2,0,8694
650,Guillermo Maripan,ES1,2,2,3625,9,0,47644
651,Guillermo Ochoa,ES1,0,0,4373,2,0,650134
652,Gustavo Cabral,ES1,4,3,11727,39,1,132540
653,Hachim Mastour,ES1,0,0,5,0,0,1084
654,Haris Medunjanin,ES1,2,0,1479,5,0,21528
655,Hatem Ben Arfa,ES1,0,0,158,1,0,1830
656,Hector Bellerin,ES1,0,2,2100,2,1,3712
657,Hector Hernandez,ES1,0,3,1589,3,0,231033
658,Hector Herrera,ES1,0,3,2652,7,0,754
659,Hector Moreno,ES1,3,2,4243,9,0,36039
660,Hector Rodas,ES1,0,0,566,2,0,23576
661,Hector Yuste,ES1,0,0,312,3,0,100770
662,Heiko Westermann,ES1,1,0,1634,7,0,3000
663,Helder Costa,ES1,0,2,1256,3,0,28460
664,Helder Lopes,ES1,0,1,1231,3,0,7080
665,Helder Postiga,ES1,1,1,716,5,0,12558
666,Heldon,ES1,0,1,526,4,0,13902
667,Helibelton Palacios,ES1,0,0,2987,6,0,62771
668,Henok Goitom,ES1,0,0,124,0,0,7418
669,Hernan Perez,ES1,11,3,5545,24,0,73198
670,Hernan Santana,ES1,1,0,1567,8,0,16520
671,Hernan Toledo,ES1,0,1,617,2,0,7080
672,Hernani,ES1,2,0,643,3,0,67360
673,Hiroshi Kiyotake,ES1,1,2,286,0,0,1472
674,Houboulang Mendes,ES1,0,0,16,0,0,3302
675,Hugo Duro,ES1,9,6,2915,6,0,112114
676,Hugo Fraile,ES1,0,0,83,0,0,7344
677,Hugo Guillamon,ES1,2,3,5340,23,1,70334
678,Hugo Mallo,ES1,9,18,20316,72,1,224660
679,Iago Aspas,ES1,128,43,20409,60,0,232428
680,Iago Bouzon,ES1,0,0,225,2,0,2979
681,Iago Herrerin,ES1,0,1,6295,1,1,57174
682,Ian Gonzalez,ES1,0,0,13,0,0,3709
683,Ibai Gomez,ES1,16,15,8416,8,0,133218
684,Ibrahim Amadou,ES1,0,0,1530,4,0,18696
685,Iddrisu Baba,ES1,1,0,4936,15,0,15642
686,Idrissa Doumbia,ES1,0,0,770,4,0,123234
687,Ignacio Camacho,ES1,8,5,7364,35,0,89972
688,Ignasi Miquel,ES1,0,0,2092,6,1,47643
689,Igor Lichnovsky,ES1,0,0,180,0,0,4896
690,Igor Zubeldia,ES1,2,6,11025,35,0,101850
691,Ikechukwu Uche,ES1,6,1,1462,2,0,27402
692,Iker Casillas,ES1,0,0,2880,0,0,13376
693,Iker Hernandez,ES1,0,0,10,0,0,681
694,Iker Losada,ES1,1,0,11,0,0,1880
695,Iker Muniain,ES1,35,28,16261,32,1,141588
696,Ilaix Moriba,ES1,1,3,1440,12,0,18618
697,Imanol Agirretxe,ES1,20,1,3342,2,0,39498
698,Imanol Corral,ES1,0,0,1,0,0,1533
699,Imanol Garcia,ES1,0,0,526,1,0,4765
700,Imanol Sarriegi,ES1,0,0,37,1,0,3322
701,Imoh Ezekiel,ES1,0,0,468,0,0,4720
702,Inaki Williams,ES1,56,38,20241,22,0,172638
703,Inigo Barrenetxea,ES1,0,0,3,0,0,3066
704,Inigo Cordoba,ES1,2,10,4536,10,0,57436
705,Inigo Eguaras,ES1,0,1,261,2,0,13208
706,Inigo Lekue,ES1,3,7,8575,13,0,88182
707,Inigo Lopez,ES1,0,0,1793,10,0,20853
708,Inigo Martinez,ES1,12,6,22141,71,1,161229
709,Inigo Perez,ES1,3,1,2761,8,0,17874
710,Inigo Ruiz De Galarreta,ES1,0,0,1534,5,0,6162
711,Inigo Vicente,ES1,0,0,49,0,0,1863
712,Ion Ansotegi,ES1,0,0,2252,6,0,25203
713,Isaac Cuenca,ES1,6,4,3976,5,0,645634
714,Isaac Success,ES1,7,5,3851,13,0,832711
715,Isco,ES1,29,37,11481,23,1,91292
716,Isi Palazon,ES1,4,4,2644,8,0,14313
717,Isma Lopez,ES1,2,3,4219,13,0,141984
718,Isma Ruiz,ES1,0,0,281,1,0,134360
719,Ismail Koybasi,ES1,0,0,230,1,0,67180
720,Issam El Adoua,ES1,0,0,289,0,0,13472
721,Ivan Alejo,ES1,4,6,3487,21,1,177538
722,Ivan Balliu,ES1,1,2,3688,11,1,15047
723,Ivan Cavaleiro,ES1,3,3,2389,6,0,30498
724,Ivan Cuellar,ES1,0,2,14756,21,0,285888
725,Ivan Fresneda,ES1,0,0,152,0,0,732
726,Ivan Lopez,ES1,0,3,3222,5,0,141456
727,Ivan Marcone,ES1,0,0,3458,15,0,81143
728,Ivan Marquez,ES1,0,1,360,4,0,4007
729,Ivan Rakitic,ES1,32,36,18579,34,0,54168
730,Ivan Ramis,ES1,7,2,8077,27,2,180221
731,Ivan Rodriguez,ES1,0,0,19,1,0,1084
732,Ivan Romero,ES1,0,0,178,0,0,1840
733,Ivan Sanchez,ES1,0,0,260,0,0,1830
734,Ivan Saponjic,ES1,1,0,391,2,0,24209
735,Ivan Villar,ES1,0,0,2148,1,0,24608
736,Ivi Lopez,ES1,4,3,1904,4,0,128442
737,Ivo Grbic,ES1,0,0,95,0,0,26
738,Iza Carcelen,ES1,0,2,4199,5,0,155846
739,Izet Hajrovic,ES1,0,0,172,0,0,10731
740,Jackson Martinez,ES1,2,2,654,0,0,195
741,Jacobo Gonzalez,ES1,0,0,83,1,0,1654
742,Jaime Gavilan,ES1,0,1,69,1,0,6736
743,Jaime Jimenez,ES1,0,0,450,0,0,7665
744,Jaime Mata,ES1,31,10,7932,39,1,471043
745,Jaime Romero,ES1,0,4,894,1,0,6289
746,Jaime Seoane,ES1,1,1,2286,5,0,177636
747,Jaime Sierra,ES1,0,0,26,0,0,13565
748,Jairo Izquierdo,ES1,1,0,1267,4,0,80610
749,Jairo Morillas,ES1,0,0,63,0,0,2142
750,Jairo Samperio,ES1,0,0,558,1,0,5192
751,Jakub Jankto,ES1,0,2,583,1,0,51926
752,James Rodriguez,ES1,29,28,5411,8,0,35530
753,Jan Oblak,ES1,0,1,24402,7,0,3536
754,Jason,ES1,4,12,6544,24,0,311482
755,Jasper Cillessen,ES1,0,2,4905,2,0,54154
756,Jaume Costa,ES1,4,10,14803,62,2,177428
757,Jaume Domenech,ES1,0,0,6795,5,0,79724
758,Javi Alamo,ES1,0,0,11,0,0,662
759,Javi Castellano,ES1,0,0,1749,4,0,13688
760,Javi Diaz,ES1,0,0,180,0,0,736
761,Javi Eraso,ES1,6,6,5146,14,0,97631
762,Javi Fuego,ES1,4,1,9735,41,0,115061
763,Javi Galan,ES1,1,8,8348,22,0,324394
764,Javi Garcia,ES1,1,0,3303,8,1,7950
765,Javi Guerra,ES1,17,2,3006,8,0,28038
766,Javi Hernandez,ES1,0,0,32,0,0,49284
767,Javi Lara,ES1,1,4,1692,3,0,47523
768,Javi Lopez,ES1,0,4,11241,38,1,115132
769,Javi Marquez,ES1,0,2,3155,13,0,856545
770,Javi Martinez,ES1,2,2,1340,2,0,13240
771,Javi Moyano,ES1,0,0,4337,7,0,19398
772,Javi Munoz,ES1,0,0,53,0,0,1108
773,Javi Noblejas,ES1,0,0,90,1,0,3709
774,Javi Ontiveros,ES1,6,6,3051,15,0,175516
775,Javi Puado,ES1,4,2,2906,5,0,35700
776,Javi Sanchez,ES1,0,2,1912,7,0,11554
777,Javi Varas,ES1,0,0,4961,1,1,26432
778,Javier Aquino,ES1,0,2,1318,3,1,9175
779,Javier Aviles,ES1,1,1,178,1,0,8123
780,Javier Espinosa,ES1,2,0,1006,4,0,55830
781,Javier Flano,ES1,0,0,131,0,0,1324
782,Javier Garrido,ES1,0,1,1575,2,0,8496
783,Javier Llabres,ES1,0,0,16,0,0,237
784,Javier Mascherano,ES1,1,3,7358,22,2,12052
785,Javier Pastore,ES1,0,0,527,2,0,21434
786,Jawad El Yamiq,ES1,0,1,1486,6,1,7686
787,Jean Carlos Silva,ES1,0,0,29,0,0,16795
788,Jean Clair Todibo,ES1,0,0,235,2,0,524
789,Jean Sylvain Babin,ES1,5,1,6982,9,0,1044761
790,Jefferson Lerma,ES1,1,3,4826,26,0,198712
791,Jefferson Montero,ES1,0,0,55,0,0,14836
792,Jeison Murillo,ES1,3,0,8516,30,1,402169
793,Jens Jonsson,ES1,0,1,3953,9,0,153159
794,Jeremias Ledesma,ES1,0,0,6840,4,0,204212
795,Jeremie Boga,ES1,2,1,1452,0,0,436670
796,Jeremy Mathieu,ES1,3,2,4407,7,0,8122
797,Jese,ES1,13,8,3301,9,0,28044
798,Jesus Areso,ES1,0,0,188,1,0,993
799,Jesus Fernandez,ES1,0,0,630,1,0,37003
800,Jesus Gamez,ES1,0,2,1807,6,0,312
801,Jesus Navas,ES1,2,21,12725,23,0,58512
802,Jesus Vallejo,ES1,1,0,3257,5,2,528119
803,Jesus Vazquez,ES1,0,0,949,1,0,17833
804,Jhon Cordoba,ES1,4,0,1410,7,0,436670
805,Jhon Mondragon,ES1,2,0,429,0,0,1492
806,Joan Garcia,ES1,0,0,107,0,0,1428
807,Joan Jordan,ES1,14,17,13587,42,0,157891
808,Joan Monterde,ES1,0,0,8,0,0,3368
809,Joan Sastre,ES1,0,2,1615,5,0,6162
810,Joan Verdu,ES1,1,1,907,0,0,43784
811,Joao Cancelo,ES1,2,8,5151,17,0,77626
812,Joao Felix,ES1,21,14,4994,17,0,1144
813,Joaquin,ES1,24,25,11663,23,0,30900
814,Joaquin Correa,ES1,5,1,2511,11,0,17296
815,Joaquin Fernandez,ES1,4,0,5088,19,0,23424
816,Joaquin Larrivey,ES1,11,2,2211,5,0,32900
817,Joaquin Munoz,ES1,0,0,1,0,0,5358
818,Joel Campbell,ES1,3,1,1420,2,0,18000
819,Joel Robles,ES1,0,0,4958,5,1,8400
820,Johan Mojica,ES1,2,9,6509,15,1,465194
821,Johannes Geis,ES1,0,1,670,0,0,5152
822,John Guidetti,ES1,17,6,4828,19,0,132952
823,John Joe Patrick Finn,ES1,0,0,59,0,0,22254
824,John Nwankwo,ES1,0,0,151,0,1,4593
825,Jokin Ezkieta,ES1,0,0,90,0,0,621
826,Jon Ander Garrido,ES1,0,0,791,1,0,61801
827,Jon Ander Serantes,ES1,0,0,1200,2,0,17416
828,Jon Aurtenetxe,ES1,0,0,286,0,0,2484
829,Jon Bautista,ES1,6,1,1524,6,0,61060
830,Jon Errasti,ES1,0,0,1725,3,0,38325
831,Jon Gaztanaga,ES1,0,0,172,2,0,3405
832,Jon Guridi,ES1,1,1,1151,2,0,20857
833,Jon Karrikaburu,ES1,0,0,54,1,0,2724
834,Jon Moncayola,ES1,5,3,7455,14,0,34755
835,Jon Morcillo,ES1,2,3,1392,2,0,21735
836,Jon Pacheco,ES1,0,0,665,1,0,13243
837,Jon Toral,ES1,0,0,267,2,0,83975
838,Jonas Gutierrez,ES1,0,1,390,2,0,13455
839,Jonas Martin,ES1,2,0,1156,5,0,3000
840,Jonas Ramalho,ES1,1,0,4465,7,0,594056
841,Jonathan Bijimine,ES1,0,0,43,0,0,993
842,Jonathan Calleri,ES1,24,10,9361,23,0,82689
843,Jonathan Dos Santos,ES1,4,5,5602,13,0,92400
844,Jonathan Lopez,ES1,0,0,360,1,0,14836
845,Jonathan Pereira,ES1,0,0,114,1,0,1101
846,Jonathan Rodriguez,ES1,0,0,565,2,0,11661
847,Jonathan Silva,ES1,4,8,5708,26,1,111753
848,Jonathan Viera,ES1,21,18,7699,12,0,42480
849,Jonathan Zongo,ES1,2,0,1556,3,0,89154
850,Jonathas,ES1,21,9,4629,20,0,70441
851,Joni Montiel,ES1,0,0,207,0,0,2936
852,Jonny Otto,ES1,3,10,11329,37,1,129720
853,Jony,ES1,11,21,8196,11,0,166734
854,Jordi Alba,ES1,13,54,20618,55,0,32488
855,Jordi Amat,ES1,0,0,4816,18,1,15127
856,Jordi Calavera,ES1,0,0,1,0,0,1533
857,Jordi Codina,ES1,0,0,450,0,0,18545
